PCA_0,PCA_1,AE_s0_0,AE_s0_1,AE_s1_0,AE_s1_1,label
-0.89496315,5.5937037,-2.558696,1.7170919,-1.9241471,3.730608,CD4 T cells
0.41781005,7.242577,-2.6568618,2.484355,1.0540507,3.8097227,CD4 T cells
4.145975,-2.1499066,9.24612,4.650411,6.755958,-0.66378665,B cells
-2.0237405,5.0224547,0.1745059,0.7993391,-0.7745448,4.8331237,CD4 T cells
1.363549,12.296362,-1.984588,8.354015,-2.1157336,10.029244,CD8 T cells
0.6731733,14.620703,-3.3554213,9.599073,-1.3536909,10.997264,NK cells
3.2969213,-2.2304537,10.036691,2.7766387,6.7268643,0.20874994,B cells
0.8848564,11.997029,-2.3089485,7.288287,-0.683218,9.555059,CD8 T cells
1.3139374,10.451992,-3.0986204,5.7257605,0.53834563,8.68349,CD8 T cells
4.6160984,-3.488696,9.680669,3.0206165,7.6937156,-0.4818668,B cells
-0.37852213,4.841021,0.6671776,3.2236543,0.5274115,2.896588,CD4 T cells
12.30638,10.208115,12.098333,11.382752,11.534759,8.926332,CD14+ Monocytes
0.8149839,16.054174,-3.2904162,9.855019,-1.960823,12.486833,NK cells
0.019337948,12.49516,-1.7640455,8.928629,-1.4776131,10.471818,CD8 T cells
-0.8525883,7.039008,-1.2987087,4.537006,1.5303943,2.6835394,CD4 T cells
0.10678666,8.031465,-4.3082457,3.6123974,-2.1683016,5.233066,CD4 T cells
0.9421784,3.700505,-0.36821517,1.6214372,-1.4190394,3.8488495,CD8 T cells
13.397835,9.9114275,11.439026,9.075407,13.547805,8.053626,CD14+ Monocytes
0.40904233,6.4798384,-0.74916995,3.1324832,0.84856415,6.3618956,CD4 T cells
1.7914633,4.950742,-2.0550692,3.2973335,0.7112214,2.7561827,CD4 T cells
1.1015875,15.252076,-2.871992,9.850344,-1.7213864,11.688841,NK cells
1.7241504,12.942257,-2.5796354,8.467224,-1.8421977,9.805748,CD8 T cells
12.31802,9.441861,11.020234,10.764368,12.328379,7.9769373,CD14+ Monocytes
3.7078025,-1.1674579,11.451446,4.58461,5.6734986,-0.24498089,B cells
10.20669,7.9711847,11.055009,8.553922,11.188368,7.3910217,Dendritic cells
4.9110694,-3.3437927,10.500779,3.6189413,5.392491,-0.39848936,B cells
13.747919,6.836695,12.8414345,9.764882,14.542233,8.891265,CD14+ Monocytes
-0.24809718,11.337748,-1.3473698,6.5842047,0.362292,8.773146,CD8 T cells
5.1212964,-1.401611,9.483634,3.564926,5.643844,1.1744108,B cells
-0.89279675,6.75276,-0.51261574,4.1236157,1.0097013,6.019597,CD4 T cells
-1.0688674,9.667536,-0.49608034,5.8741884,0.39438903,7.1889234,CD8 T cells
0.1525977,11.206252,-0.15859748,6.362374,-0.2893375,8.8873415,CD8 T cells
-2.2075853,5.6747603,-2.249332,2.392013,-1.5511606,4.494287,CD4 T cells
-0.4779099,4.325855,-2.792564,0.90909696,-0.3426787,5.244463,CD4 T cells
0.025853662,5.586162,-2.7666354,3.5588233,-1.8543297,5.25402,CD4 T cells
-0.08377964,5.4141364,0.81867963,3.6114674,1.6425816,3.5924382,CD4 T cells
13.014642,7.988898,12.8156185,10.204254,14.597508,9.423102,CD14+ Monocytes
0.639576,7.964872,-3.693428,4.1745076,3.0011415,5.7971134,CD4 T cells
9.733803,7.753699,10.911946,8.696383,11.095116,7.5438924,Dendritic cells
0.20371044,4.059194,-1.2356884,2.3819177,2.3929284,4.715704,CD4 T cells
-3.0830142,7.46356,0.042651594,4.115579,-1.544408,6.1088552,CD4 T cells
3.2586854,-0.89159006,9.444737,4.8591275,5.412265,0.15953183,B cells
4.7028227,-3.3993564,9.215979,3.4554224,6.980543,-1.2039381,B cells
11.593157,14.312557,8.587853,11.1728115,10.773262,11.888503,FCGR3A+ Monocytes
4.983952,-0.34480193,10.777557,5.3089557,7.6369896,0.78420484,B cells
0.94839126,3.3792155,-0.76876944,3.5124707,-0.6476012,4.3180823,CD4 T cells
12.58075,13.712761,9.785797,12.29065,10.956245,11.793096,FCGR3A+ Monocytes
14.656446,8.88208,12.616475,9.751574,13.72731,9.699688,CD14+ Monocytes
-0.14689651,14.910396,-2.4374247,10.201478,-1.4546865,12.445393,NK cells
-0.63706553,14.437245,-2.3625886,9.864895,-0.98582584,11.148048,NK cells
0.05249217,7.5849996,-2.8027995,2.9012735,0.99947506,3.773959,CD4 T cells
12.615856,8.081478,11.426867,8.601747,14.06296,8.614383,CD14+ Monocytes
0.23395677,4.7634926,-0.24773414,2.2717686,2.7812257,5.905491,CD4 T cells
3.694516,-2.2591674,9.265925,3.5857477,6.213289,-1.3590561,B cells
0.53660303,8.28358,-1.3281316,4.232097,1.6493474,6.1797714,CD4 T cells
5.2034492,-2.2505848,11.544604,3.661257,5.1113005,0.39670843,B cells
1.527765,11.643025,-3.132934,7.093203,-0.89064187,7.905814,CD8 T cells
-0.41626078,15.3192425,-2.4240265,10.129455,-2.3557148,11.106365,NK cells
1.1736906,12.314996,-1.8093637,7.5331564,-0.29543573,9.698623,CD8 T cells
0.96616364,10.750526,-1.7401752,7.206198,0.37712735,9.12037,CD8 T cells
1.1666026,15.331603,-3.5122986,9.694649,-1.7450018,12.596285,NK cells
-0.049589787,8.532469,-0.25621414,4.356049,2.7764564,7.0052266,CD4 T cells
-0.90394795,11.96601,-1.595663,7.794797,-1.4666969,8.560015,CD8 T cells
11.849334,10.487146,11.985379,10.731255,11.229493,8.826469,CD14+ Monocytes
-0.9471055,11.339934,-1.8026904,7.132248,-1.2355477,8.063211,CD8 T cells
1.0405084,11.86968,-3.165266,6.8662057,-1.4121392,8.299267,CD8 T cells
-1.7502782,6.99189,0.49723855,4.9795723,0.6991112,7.9989476,CD4 T cells
-2.2325232,6.982972,-3.557333,2.8098416,0.08205749,6.504588,CD4 T cells
12.231689,10.73153,10.863215,10.335921,12.67254,10.333169,CD14+ Monocytes
11.463538,14.392465,9.317318,12.269205,11.600636,11.142963,FCGR3A+ Monocytes
0.71074295,5.551748,-3.8951068,1.962031,-0.1239533,2.6464436,CD4 T cells
-0.7796969,10.832927,-1.9993776,6.4490633,-0.5202209,8.430316,CD8 T cells
0.20891513,16.190851,-2.5916588,10.9966345,-2.3298235,11.720955,NK cells
-0.5075233,8.347911,-1.8051335,5.196223,1.1105542,7.966725,CD4 T cells
-0.3250479,11.846701,-1.9896721,7.6456857,-1.1270492,9.038144,CD8 T cells
0.939962,10.914262,-1.2900836,6.334393,-0.005874233,8.066377,CD8 T cells
-0.5642622,10.550838,-2.586743,5.3103404,-0.57152295,7.647188,CD8 T cells
2.521801,5.740121,-2.5301926,2.24833,-0.6163259,3.2250285,CD4 T cells
13.733076,7.4913974,13.062186,9.398218,13.233867,8.188298,CD14+ Monocytes
14.406328,9.065077,12.844976,11.263192,13.409324,8.614738,CD14+ Monocytes
-0.17732124,7.5607324,-2.370708,3.154188,2.1563487,6.79538,CD4 T cells
4.55187,-1.376883,9.52369,5.2428117,6.8902917,0.38553423,B cells
-0.100012004,6.7951407,-1.7975376,1.1845791,-0.0038244445,5.579417,CD4 T cells
-1.5931636,6.0466576,-1.6071464,3.0783997,0.29557163,4.459178,CD4 T cells
11.799648,6.9515653,12.487385,12.048399,13.544116,9.014177,CD14+ Monocytes
1.468823,5.3915014,-0.6098941,2.775212,1.322776,5.2002263,CD4 T cells
1.693448,4.078846,-0.5840957,2.349027,-0.86310536,3.01312,CD4 T cells
-0.68008405,6.036007,-3.4085634,1.9692873,0.48998109,6.9735126,CD4 T cells
1.5781271,6.2999454,-3.3735106,4.779891,3.0278854,5.437375,CD4 T cells
0.40300277,6.5480204,-1.1207553,1.7592684,0.5218428,6.849219,CD4 T cells
-0.34251755,11.400406,-1.6406038,7.5768623,-1.5944352,8.691761,CD8 T cells
-0.6455575,7.4034567,-3.5995145,3.7396052,1.9607652,5.112798,CD4 T cells
-0.10243305,5.2488513,0.198652,3.1436617,3.3242798,4.200598,CD4 T cells
-2.0761197,6.1178937,-2.179333,3.4656587,2.4860616,6.025874,CD4 T cells
4.7301984,-1.9543155,10.4397135,3.6919472,5.1563177,0.4539013,B cells
11.817563,13.322806,9.075065,11.494532,12.300452,11.093418,FCGR3A+ Monocytes
1.0109545,4.4332676,0.16074556,0.5232872,0.98114324,4.3373885,CD4 T cells
13.218528,7.929391,12.79417,9.779606,14.22097,9.484239,CD14+ Monocytes
-0.96827805,4.562279,-1.1784443,2.972329,0.018618468,4.013856,CD4 T cells
-2.5206814,9.056477,-1.0915507,5.9333067,2.4580986,7.5966105,CD4 T cells
1.746343,7.580854,-2.0429938,0.655515,1.0520635,5.0341916,CD4 T cells
1.5236124,12.685044,-2.4846094,8.223,-1.6592029,9.120838,CD8 T cells
11.411073,13.90749,8.461263,10.73369,11.568504,11.990518,FCGR3A+ Monocytes
-1.4280201,5.5768948,-3.4054985,2.1641736,2.1773183,6.1498957,CD4 T cells
3.6829772,-2.4306595,11.139716,2.8673959,6.4593825,0.61863583,B cells
12.567667,9.134506,10.997552,10.557378,11.779598,9.249211,CD14+ Monocytes
1.9187814,5.73224,-3.2981172,1.332157,0.68519634,3.4640508,CD4 T cells
8.8461,12.483108,7.2546844,9.097176,13.23721,13.006538,Megakaryocytes
12.43565,8.3333,12.568372,10.22533,12.97796,9.767663,CD14+ Monocytes
0.65525675,6.7577057,-2.0459275,1.872519,2.8514006,4.5576277,CD4 T cells
11.972798,7.0261025,-1.3968238,1.6487163,13.791929,8.942858,CD14+ Monocytes
-1.8726872,7.445788,-0.3632456,0.5317299,1.134526,2.97223,CD4 T cells
4.50452,-1.2807515,10.166754,3.619882,6.2381105,0.61000186,B cells
1.5849371,6.8600516,-2.3236108,4.8510427,2.7901883,6.0445757,CD4 T cells
7.972041,6.5992293,9.505507,5.9392548,9.480009,5.385471,Dendritic cells
-0.29548943,8.110139,-2.1813817,5.4006987,1.3644587,7.443779,CD4 T cells
3.962117,0.12892072,10.723264,5.266865,6.804269,-0.5874394,B cells
11.484196,11.251519,11.03527,11.957574,10.795451,10.109864,CD14+ Monocytes
11.935398,11.771989,11.425512,12.056178,11.881237,10.597223,CD14+ Monocytes
-0.99157244,6.8725486,-0.22069232,1.0170199,2.4439325,3.0213037,CD4 T cells
4.953139,-2.0853531,10.186817,5.4037766,6.171485,0.7450935,B cells
4.4422474,0.020524638,10.293627,4.0423117,6.0610895,-0.4420121,B cells
10.991872,14.165392,9.332716,11.066651,10.534694,11.456337,FCGR3A+ Monocytes
0.89574146,7.733846,-1.5605028,4.2750907,1.883201,4.7653093,CD4 T cells
-0.62169886,5.93483,-4.262584,3.737948,0.46305475,6.1865835,CD4 T cells
1.2707553,6.3879037,0.19100334,2.5073593,1.7568794,4.5171685,CD4 T cells
-0.83123624,10.328136,-0.44840688,6.3444757,0.17538232,8.189194,CD8 T cells
10.158553,12.62037,8.443182,9.748893,12.835485,11.795446,Megakaryocytes
1.0821822,15.959505,-3.4314096,10.429281,-2.1943352,11.655432,NK cells
13.456879,10.029431,11.482407,10.696139,12.907957,8.594468,CD14+ Monocytes
11.39816,8.926163,10.942492,9.741439,11.998748,9.890407,CD14+ Monocytes
11.942782,12.120726,9.831069,11.089479,11.182859,10.096616,FCGR3A+ Monocytes
1.1269705,14.319628,-2.4536817,9.12377,-1.3746406,11.4754,NK cells
9.000534,12.44924,7.3043137,8.949206,13.371865,13.123554,Megakaryocytes
2.4133365,6.8536487,-1.5177902,1.2783675,-0.55167174,2.949709,CD4 T cells
2.9753628,-2.2691998,10.23125,3.0963523,6.9230413,-0.41479883,B cells
11.865178,12.523665,9.178406,10.596223,10.4438505,10.381919,FCGR3A+ Monocytes
1.6192534,4.6469054,-0.04046539,2.8583262,-0.4093632,5.4465823,CD8 T cells
3.527268,-0.9791519,9.963698,4.8000374,6.7956233,-0.43394405,B cells
0.76484406,4.29747,-2.7422545,1.0208304,1.5259327,3.819566,CD4 T cells
8.600197,7.125867,10.617311,6.148025,9.539388,5.9439607,Dendritic cells
-1.0281649,3.928822,-2.4315374,0.61660355,1.2724015,5.531442,CD4 T cells
-0.95077467,8.730667,-1.1032399,5.4192896,1.1912625,7.443933,CD4 T cells
4.8303647,-3.1546917,11.013832,2.9923604,6.4101243,-0.48759097,B cells
2.9857838,-1.2394654,9.773986,4.467581,5.689984,-0.008223308,B cells
-0.58090657,12.949015,-1.8422776,9.543378,-1.1620641,9.817937,NK cells
13.879915,8.248063,12.608682,9.25867,13.935228,7.8864903,CD14+ Monocytes
-2.0963748,7.392903,-0.34978595,3.5093997,1.9701833,7.0012183,CD4 T cells
-1.3342953,7.642702,-0.7866961,5.477992,-0.17540377,5.4688077,CD4 T cells
0.63596195,9.575017,-0.66287947,4.6073256,0.88670397,7.378023,CD4 T cells
0.20711015,14.193552,-2.4725084,9.916375,-1.3893604,11.096845,NK cells
4.687984,-2.247318,10.515828,3.207147,7.465821,0.40672085,B cells
11.966271,10.437977,11.844901,11.742195,11.486962,8.195762,CD14+ Monocytes
13.933722,9.832502,11.5829,11.251047,11.773389,7.3268385,CD14+ Monocytes
2.2205324,6.430713,-1.6010729,1.7193842,0.13452917,4.3641443,CD4 T cells
-0.18551232,8.220082,0.77748156,4.310437,-1.6944257,7.114991,CD4 T cells
12.331795,13.195719,9.487731,12.03746,10.943365,11.949378,FCGR3A+ Monocytes
-2.1755497,5.618007,-0.5603517,2.326556,3.2277012,5.556099,CD4 T cells
4.376037,-1.7886413,9.340507,4.097355,5.396123,-0.20863977,B cells
1.7319716,13.258445,-2.8011694,8.095838,-1.0139338,10.168827,CD8 T cells
-0.19963026,3.9789443,0.4997837,2.711999,-0.6745628,4.4465885,CD4 T cells
-1.3000772,5.090656,-1.9796896,4.054847,0.9870044,5.005142,CD4 T cells
0.89847857,15.070151,-2.4896278,10.52843,-1.1408697,11.705176,NK cells
0.15228301,15.191338,-2.7939627,10.09723,-1.2714996,12.631569,NK cells
12.173333,13.570807,8.6124,11.129388,10.400364,11.337533,FCGR3A+ Monocytes
14.324131,7.781613,12.432366,9.991549,12.931688,8.169958,CD14+ Monocytes
4.214311,-1.6697543,11.191666,4.3275137,6.2143006,-0.69261384,B cells
-1.5548784,4.4727364,0.700053,4.2982016,0.020253733,6.3449326,CD4 T cells
-2.6620905,7.768781,0.19552128,4.940952,0.9015004,6.9039035,CD4 T cells
0.18098682,5.770265,-0.81795436,2.9956045,-0.07182319,2.6676564,CD4 T cells
-1.5713203,8.927698,-1.9504274,5.8105245,-1.5136727,7.3321095,CD4 T cells
0.91863245,12.416981,-2.9386923,8.184818,-1.627055,8.919696,CD8 T cells
1.2944871,5.063138,-4.317616,2.9565315,0.27770287,2.944086,CD4 T cells
0.12543118,10.624379,-2.9583805,6.524873,-1.5733035,7.7840843,CD8 T cells
12.727626,8.993176,12.878505,11.160457,13.445791,8.941449,CD14+ Monocytes
4.8526354,-2.170413,10.608493,3.6443467,7.3434753,0.48202452,B cells
5.158058,-1.59831,11.515863,4.136247,5.446087,-1.0998073,B cells
-3.0239139,8.673175,-2.2271364,5.2651124,2.0010545,7.4661283,CD4 T cells
1.7543043,6.896337,-1.0592213,2.1788375,-1.0722365,5.2550673,CD4 T cells
-0.45409837,8.172911,-1.8775055,4.5746746,1.7011657,7.4231133,CD4 T cells
5.7509317,-2.7037263,9.771311,4.479152,6.7904596,0.07503367,B cells
-1.7479918,7.7231483,-0.91102403,4.7073827,0.59435624,4.9693666,CD4 T cells
12.957159,11.337862,10.826628,10.328666,11.428495,9.64559,CD14+ Monocytes
-1.0389704,6.8894253,0.16628432,3.6268976,0.4995476,4.4316287,CD4 T cells
12.296079,7.1231647,12.768769,10.167997,14.181858,8.730675,CD14+ Monocytes
12.034765,11.776087,10.561144,11.008187,10.556565,9.433395,CD14+ Monocytes
1.0426593,14.109649,-3.680776,7.8943367,-1.6734874,9.755375,NK cells
11.043618,8.264277,12.44908,8.9994755,11.761955,9.811234,CD14+ Monocytes
3.9317758,-0.4280286,9.259185,4.1001844,6.7275276,0.6164657,B cells
9.341834,7.555262,11.11172,7.8038883,10.466519,6.885109,Dendritic cells
1.3436753,3.5891042,-1.4704425,0.38159344,-0.37061313,3.4397948,CD4 T cells
